Código SNIES del programa,Año,Semestre,ID Sexo,Admitidos 2014,Selected
101992,2014,2,2,14,No
101992,2014,2,1,30,No
102287,2014,1,2,51,No
102287,2014,2,2,23,No
102287,2014,1,1,49,No
102287,2014,2,1,27,No
102447,2014,1,2,68,No
102447,2014,2,2,27,No
102447,2014,1,1,22,No
102447,2014,2,1,18,No
102634,2014,2,2,5,No
102634,2014,2,1,34,No
103055,2014,2,2,23,No
103055,2014,2,1,22,No
103105,2014,2,2,20,No
103105,2014,2,1,21,No
1730,2014,1,2,63,No
1730,2014,2,2,48,No
1730,2014,1,1,72,No
1730,2014,2,1,71,No
1731,2014,1,2,46,No
1731,2014,2,2,34,No
1731,2014,1,1,64,No
1731,2014,2,1,47,No
2858,2014,1,2,63,No
2858,2014,2,2,31,No
2858,2014,1,1,53,No
2858,2014,2,1,28,No
4250,2014,1,2,36,No
4250,2014,1,1,34,No
5317,2014,2,2,8,No
5317,2014,2,1,22,No
5427,2014,1,2,16,No
5427,2014,2,2,7,No
5427,2014,1,1,29,No
5427,2014,2,1,13,No
10093,2014,1,2,79,No
10093,2014,2,2,64,No
10093,2014,1,1,69,No
10093,2014,2,1,73,No
10093,2014,1,2,45,No
10093,2014,2,2,72,No
10093,2014,1,1,50,No
10093,2014,2,1,98,No
13210,2014,1,2,109,No
13210,2014,2,2,105,No
13210,2014,1,1,4,No
13210,2014,2,1,1,No
13210,2014,1,2,42,No
13210,2014,2,2,50,No
13210,2014,1,1,2,No
13210,2014,2,1,1,No
13210,2014,1,2,77,No
13210,2014,2,2,167,No
13210,2014,1,1,4,No
13210,2014,2,1,6,No
13210,2014,1,2,33,No
13210,2014,2,2,22,No
13210,2014,1,1,4,No
13210,2014,2,1,1,No
15593,2014,1,2,89,No
15593,2014,2,2,43,No
15593,2014,1,1,9,No
15593,2014,2,1,2,No
15593,2014,1,2,32,No
15593,2014,2,2,39,No
15593,2014,1,1,6,No
15593,2014,2,1,4,No
17579,2014,1,2,15,No
17579,2014,2,2,18,No
17579,2014,1,1,77,No
17579,2014,2,1,58,No
17579,2014,1,2,6,No
17579,2014,2,2,20,No
17579,2014,1,1,40,No
17579,2014,2,1,75,No
52315,2014,1,2,30,No
52315,2014,2,2,141,No
52315,2014,1,1,3,No
52315,2014,2,1,10,No
53528,2014,1,2,33,No
53528,2014,2,2,20,No
53528,2014,1,1,21,No
53528,2014,2,1,18,No
53957,2014,1,2,20,No
53957,2014,2,2,20,No
53957,2014,1,1,29,No
53957,2014,2,1,26,No
54188,2014,1,2,51,No
54188,2014,2,2,33,No
54188,2014,1,1,19,No
54188,2014,2,1,14,No
54495,2014,1,2,33,No
54495,2014,2,2,35,No
54495,2014,1,1,74,No
54495,2014,2,1,70,No
54528,2014,1,2,56,No
54528,2014,2,2,30,No
54528,2014,1,1,45,No
54528,2014,2,1,26,No
54528,2014,1,2,79,No
54528,2014,2,2,51,No
54528,2014,1,1,62,No
54528,2014,2,1,42,No
54549,2014,1,2,10,No
54549,2014,2,2,1,No
54549,2014,1,1,83,No
54549,2014,2,1,41,No
54772,2014,1,2,31,No
54772,2014,2,2,1,No
54772,2014,1,1,11,No
54773,2014,1,2,2,No
54773,2014,1,1,2,No
54871,2014,2,2,38,No
54871,2014,2,1,13,No
55084,2014,1,2,8,No
55084,2014,2,2,5,No
55084,2014,1,1,5,No
55084,2014,2,1,11,No
55092,2014,1,2,3,No
55092,2014,2,2,7,No
55092,2014,1,1,1,No
55092,2014,2,1,10,No
55093,2014,1,2,51,No
55093,2014,2,2,17,No
55093,2014,1,1,46,No
55093,2014,2,1,26,No
91074,2014,2,2,19,No
91074,2014,2,1,14,No
91394,2014,1,2,34,No
91394,2014,2,2,19,No
91394,2014,1,1,22,No
91394,2014,2,1,28,No
101829,2014,1,2,55,No
101829,2014,2,2,39,No
101829,2014,1,1,24,No
101829,2014,2,1,20,No
102508,2014,1,2,23,No
102508,2014,2,2,15,No
102508,2014,1,1,20,No
102508,2014,2,1,11,No
102508,2014,1,2,105,No
102508,2014,2,2,40,No
102508,2014,1,1,23,No
102508,2014,2,1,11,No
102508,2014,1,2,34,No
102508,2014,2,2,51,No
102508,2014,1,1,14,No
102508,2014,2,1,8,No
102508,2014,1,2,113,No
102508,2014,2,2,72,No
102508,2014,1,1,40,No
102508,2014,2,1,26,No
102508,2014,1,2,73,No
102508,2014,2,2,57,No
102508,2014,1,1,17,No
102508,2014,2,1,20,No
102508,2014,1,2,38,No
102508,2014,2,2,13,No
102508,2014,1,1,12,No
102508,2014,2,1,7,No
103107,2014,2,2,87,No
103107,2014,2,1,12,No
103107,2014,2,2,25,No
103107,2014,2,1,2,No
103107,2014,2,2,26,No
103107,2014,2,1,3,No
103107,2014,2,2,21,No
103107,2014,2,1,8,No
103107,2014,2,2,14,No
103107,2014,2,1,5,No
103114,2014,1,2,6,No
103114,2014,2,2,10,No
103114,2014,1,1,32,No
103114,2014,2,1,62,No
103263,2014,2,2,24,No
103263,2014,2,1,28,No
11690,2014,1,2,20,No
11690,2014,1,1,15,No
11997,2014,1,2,36,No
11997,2014,2,2,31,No
11997,2014,1,1,14,No
11997,2014,2,1,9,No
16039,2014,1,2,31,No
16039,2014,2,2,33,No
16039,2014,1,1,20,No
16039,2014,2,1,28,No
17710,2014,1,2,3,No
17710,2014,1,1,3,No
20431,2014,2,2,19,No
20431,2014,2,1,17,No
20457,2014,2,2,19,No
20457,2014,2,1,33,No
52635,2014,1,2,17,No
52635,2014,1,1,33,No
52718,2014,1,2,26,No
52718,2014,1,1,24,No
53435,2014,1,2,24,No
53435,2014,1,1,26,No
54214,2014,2,2,21,No
54214,2014,2,1,20,No
54650,2014,2,2,12,No
54650,2014,2,1,7,No
11511,2014,2,2,11,No
11511,2014,2,1,4,No
12050,2014,2,2,22,No
12050,2014,2,1,11,No
15997,2014,2,2,4,No
15997,2014,2,1,4,No
20256,2014,2,2,15,No
20256,2014,2,1,20,No
20458,2014,1,2,15,No
20458,2014,1,1,9,No
20520,2014,1,2,18,No
20520,2014,1,1,3,No
52601,2014,1,2,4,No
52601,2014,1,1,9,No
53347,2014,1,2,1,No
53347,2014,1,1,4,No
53700,2014,1,2,31,No
53700,2014,2,2,30,No
53700,2014,1,1,23,No
53700,2014,2,1,28,No
11952,2014,1,2,39,No
11952,2014,1,1,17,No
15988,2014,1,2,5,No
15988,2014,1,1,2,No
15996,2014,1,2,53,No
15996,2014,1,1,10,No
52630,2014,1,2,12,No
52630,2014,2,2,6,No
52630,2014,1,1,23,No
52630,2014,2,1,9,No
53017,2014,1,2,20,No
53017,2014,1,1,14,No
11366,2014,2,2,10,No
11366,2014,2,1,3,No
11996,2014,1,2,2,No
20254,2014,2,2,2,No
20254,2014,2,1,2,No
12002,2014,1,2,24,No
12002,2014,1,1,13,No
15995,2014,2,2,26,No
15995,2014,2,1,9,No
20253,2014,2,2,1,No
20253,2014,2,1,3,No
20255,2014,1,2,12,No
20255,2014,2,2,14,No
20255,2014,1,1,41,No
20255,2014,2,1,26,No
21526,2014,1,2,19,No
21526,2014,1,1,10,No
52719,2014,1,2,21,No
52719,2014,1,1,16,No
53911,2014,1,2,25,No
53911,2014,1,1,7,No
54695,2014,2,2,18,No
54695,2014,2,1,19,No
904,2014,1,2,31,No
904,2014,2,2,32,No
904,2014,1,1,64,No
904,2014,2,1,63,No
906,2014,1,2,23,No
906,2014,2,2,19,No
906,2014,1,1,14,No
906,2014,2,1,16,No
907,2014,1,2,16,No
907,2014,2,2,16,No
907,2014,1,1,16,No
907,2014,2,1,13,No
908,2014,1,2,7,No
908,2014,2,2,6,No
908,2014,1,1,27,No
908,2014,2,1,30,No
910,2014,1,2,34,No
910,2014,2,2,38,No
910,2014,1,1,68,No
910,2014,2,1,61,No
913,2014,1,2,26,No
913,2014,2,2,16,No
913,2014,1,1,77,No
913,2014,2,1,48,No
914,2014,1,2,26,No
914,2014,2,2,14,No
914,2014,1,1,24,No
914,2014,2,1,26,No
915,2014,1,2,73,No
915,2014,2,2,64,No
915,2014,1,1,26,No
915,2014,2,1,42,No
916,2014,1,2,41,No
916,2014,2,2,60,No
916,2014,1,1,54,No
916,2014,2,1,58,No
917,2014,1,2,60,No
917,2014,2,2,66,No
917,2014,1,1,105,No
917,2014,2,1,102,No
918,2014,1,2,8,No
918,2014,2,2,13,No
918,2014,1,1,140,No
918,2014,2,1,145,No
919,2014,1,2,20,No
919,2014,2,2,14,No
919,2014,1,1,135,No
919,2014,2,1,155,No
920,2014,1,2,46,No
920,2014,2,2,54,No
920,2014,1,1,118,No
920,2014,2,1,110,No
921,2014,1,2,38,No
921,2014,2,2,55,No
921,2014,1,1,39,No
921,2014,2,1,32,No
4046,2014,1,2,44,No
4046,2014,2,2,55,No
4046,2014,1,1,93,No
4046,2014,2,1,104,No
4047,2014,1,2,9,No
4047,2014,2,2,20,No
4047,2014,1,1,133,No
4047,2014,2,1,145,No
4048,2014,1,2,16,No
4048,2014,2,2,28,No
4048,2014,1,1,140,No
4048,2014,2,1,134,No
4978,2014,1,2,39,No
4978,2014,2,2,30,No
4978,2014,1,1,65,No
4978,2014,2,1,92,No
6567,2014,1,2,33,No
6567,2014,1,1,105,No
7198,2014,1,2,4,No
7198,2014,2,2,7,No
7198,2014,1,1,44,No
7198,2014,2,1,41,No
8675,2014,1,2,29,No
8675,2014,2,2,23,No
8675,2014,1,1,111,No
8675,2014,2,1,127,No
9766,2014,1,2,17,No
9766,2014,2,2,7,No
9766,2014,1,1,34,No
9766,2014,2,1,36,No
10036,2014,1,2,4,No
10036,2014,2,2,3,No
10036,2014,1,1,40,No
10036,2014,2,1,42,No
10158,2014,1,2,49,No
10158,2014,2,2,43,No
10158,2014,1,1,43,No
10158,2014,2,1,53,No
11239,2014,1,2,95,No
11239,2014,2,2,79,No
11239,2014,1,1,6,No
11239,2014,2,1,5,No
11347,2014,1,2,41,No
11347,2014,2,2,47,No
11347,2014,1,1,49,No
11347,2014,2,1,52,No
11348,2014,1,2,54,No
11348,2014,2,2,47,No
11348,2014,1,1,39,No
11348,2014,2,1,46,No
11845,2014,1,2,45,No
11845,2014,2,2,45,No
11845,2014,1,1,39,No
11845,2014,2,1,42,No
12934,2014,1,2,27,No
12934,2014,2,2,32,No
12934,2014,1,1,37,No
12934,2014,2,1,35,No
12956,2014,1,2,51,No
12956,2014,2,2,41,No
12956,2014,1,1,53,No
12956,2014,2,1,57,No
14060,2014,1,2,12,No
14060,2014,2,2,5,No
14060,2014,1,1,72,No
14060,2014,2,1,47,No
14732,2014,1,2,39,No
14732,2014,2,2,43,No
14732,2014,1,1,43,No
14732,2014,2,1,40,No
16169,2014,1,2,25,No
16169,2014,2,2,38,No
16169,2014,1,1,80,No
16169,2014,2,1,76,No
16877,2014,1,2,25,No
16877,2014,2,2,24,No
16877,2014,1,1,134,No
16877,2014,2,1,146,No
17632,2014,1,2,37,No
17632,2014,2,2,18,No
17632,2014,1,1,44,No
17632,2014,2,1,26,No
53169,2014,1,2,9,No
53169,2014,1,1,46,No
53169,2014,2,1,50,No
91140,2014,1,2,21,No
91140,2014,2,2,26,No
91140,2014,1,1,15,No
91140,2014,2,1,11,No
91454,2014,1,2,27,No
91454,2014,2,2,26,No
91454,2014,1,1,30,No
91454,2014,2,1,29,No
102133,2014,1,2,5,No
102133,2014,2,2,13,No
102133,2014,1,1,46,No
102133,2014,2,1,33,No
219,2014,1,2,23,No
219,2014,2,2,16,No
219,2014,1,1,12,No
219,2014,2,1,22,No
925,2014,1,2,117,No
925,2014,2,2,121,No
925,2014,1,1,68,No
925,2014,2,1,57,No
926,2014,1,2,22,No
926,2014,2,2,19,No
926,2014,1,1,59,No
926,2014,2,1,37,No
933,2014,1,2,1,No
933,2014,2,2,2,No
933,2014,1,1,7,No
933,2014,2,1,5,No
935,2014,1,2,84,No
935,2014,2,2,69,No
935,2014,1,1,34,No
935,2014,2,1,32,No
937,2014,1,2,1,No
937,2014,1,1,10,No
937,2014,2,1,19,No
943,2014,1,2,24,No
943,2014,2,2,3,No
943,2014,1,1,1,No
944,2014,1,2,45,No
944,2014,2,2,53,No
944,2014,1,1,6,No
944,2014,2,1,9,No
946,2014,1,2,54,No
946,2014,2,2,59,No
946,2014,1,1,5,No
946,2014,2,1,8,No
947,2014,1,2,64,No
947,2014,2,2,56,No
947,2014,1,1,20,No
947,2014,2,1,17,No
948,2014,1,2,19,No
948,2014,2,2,16,No
948,2014,1,1,8,No
948,2014,2,1,10,No
949,2014,1,2,238,No
949,2014,2,2,177,No
949,2014,1,1,99,No
949,2014,2,1,96,No
950,2014,1,2,162,No
950,2014,2,2,124,No
950,2014,1,1,47,No
950,2014,2,1,30,No
951,2014,1,2,142,No
951,2014,2,2,137,No
951,2014,1,1,103,No
951,2014,2,1,101,No
952,2014,1,2,53,No
952,2014,2,2,65,No
952,2014,1,1,116,No
952,2014,2,1,103,No
953,2014,1,2,147,No
953,2014,2,2,131,No
953,2014,1,1,191,No
953,2014,2,1,184,No
954,2014,1,2,68,No
954,2014,2,2,34,No
954,2014,1,1,65,No
954,2014,2,1,37,No
955,2014,1,2,14,No
955,2014,2,2,11,No
955,2014,1,1,17,No
955,2014,2,1,26,No
956,2014,1,2,14,No
956,2014,2,2,16,No
956,2014,1,1,23,No
956,2014,2,1,11,No
957,2014,1,2,5,No
957,2014,2,2,2,No
957,2014,1,1,22,No
957,2014,2,1,19,No
958,2014,1,2,24,No
958,2014,2,2,40,No
958,2014,1,1,24,No
958,2014,2,1,24,No
959,2014,1,2,75,No
959,2014,2,2,49,No
959,2014,1,1,175,No
959,2014,2,1,106,No
960,2014,1,2,29,No
960,2014,2,2,17,No
960,2014,1,1,98,No
960,2014,2,1,63,No
961,2014,1,2,157,No
961,2014,2,2,140,No
961,2014,1,1,210,No
961,2014,2,1,179,No
962,2014,1,2,81,No
962,2014,2,2,92,No
962,2014,1,1,105,No
962,2014,2,1,106,No
964,2014,1,2,49,No
964,2014,2,2,43,No
964,2014,1,1,38,No
964,2014,2,1,21,No
965,2014,1,2,5,No
965,2014,2,2,4,No
965,2014,1,1,15,No
965,2014,2,1,9,No
967,2014,1,2,5,No
967,2014,1,1,1,No
969,2014,1,2,1,No
969,2014,1,1,1,No
971,2014,1,2,8,No
971,2014,1,1,1,No
973,2014,1,2,4,No
973,2014,1,1,5,No
974,2014,1,2,1,No
976,2014,1,1,1,No
977,2014,1,2,1,No
977,2014,1,1,1,No
978,2014,1,2,8,No
979,2014,1,1,1,No
980,2014,1,2,4,No
980,2014,1,1,2,No
981,2014,1,2,5,No
981,2014,1,1,3,No
982,2014,1,2,2,No
983,2014,1,1,1,No
984,2014,1,2,11,No
984,2014,1,1,1,No
985,2014,1,2,10,No
985,2014,1,1,2,No
986,2014,1,2,1,No
986,2014,1,1,2,No
988,2014,1,2,2,No
990,2014,1,2,4,No
990,2014,1,1,1,No
991,2014,1,2,5,No
991,2014,1,1,7,No
992,2014,1,2,8,No
992,2014,1,1,1,No
994,2014,1,2,5,No
994,2014,1,1,4,No
995,2014,1,1,2,No
999,2014,1,2,7,No
999,2014,1,1,3,No
1001,2014,1,2,19,No
1001,2014,1,1,26,No
1003,2014,1,2,24,No
1003,2014,1,1,13,No
1005,2014,1,2,29,No
1005,2014,1,1,36,No
1006,2014,1,2,7,No
1006,2014,1,1,4,No
1007,2014,1,2,7,No
1007,2014,1,1,3,No
1008,2014,1,2,12,No
1008,2014,1,1,11,No
1009,2014,1,2,2,No
1009,2014,1,1,7,No
1010,2014,1,2,11,No
1010,2014,1,1,11,No
1012,2014,1,2,139,No
1012,2014,1,1,61,No
1018,2014,1,2,3,No
1018,2014,1,1,5,No
1019,2014,1,2,12,No
1019,2014,1,1,4,No
1020,2014,1,2,9,No
1020,2014,1,1,9,No
1021,2014,1,1,5,No
1025,2014,1,2,8,No
1025,2014,1,1,3,No
1026,2014,1,2,21,No
1026,2014,1,1,19,No
1028,2014,1,2,2,No
1028,2014,1,1,10,No
1029,2014,1,2,5,No
1029,2014,1,1,9,No
1030,2014,1,2,1,No
1030,2014,1,1,7,No
1033,2014,1,2,7,No
1033,2014,1,1,10,No
1036,2014,1,2,13,No
1036,2014,1,1,7,No
1037,2014,1,2,1,No
1038,2014,1,1,2,No
2513,2014,1,1,1,No
2688,2014,1,2,10,No
2688,2014,1,1,9,No
2734,2014,1,2,5,No
2734,2014,1,1,2,No
2830,2014,1,2,51,No
2830,2014,2,2,41,No
2830,2014,1,1,9,No
2830,2014,2,1,13,No
2840,2014,1,2,7,No
2840,2014,1,1,10,No
2842,2014,1,2,32,No
2842,2014,2,2,24,No
2842,2014,1,1,13,No
2842,2014,2,1,12,No
3078,2014,1,2,68,No
3078,2014,2,2,66,No
3078,2014,1,1,56,No
3078,2014,2,1,58,No
3079,2014,1,2,12,No
3079,2014,2,2,10,No
3079,2014,1,1,68,No
3079,2014,2,1,62,No
3094,2014,1,2,12,No
3094,2014,1,1,8,No
3095,2014,1,2,11,No
3268,2014,1,2,10,No
3268,2014,1,1,7,No
3465,2014,1,1,2,No
4166,2014,1,2,4,No
4420,2014,1,2,17,No
4420,2014,1,1,2,No
4808,2014,1,2,8,No
4808,2014,1,1,4,No
4876,2014,1,2,62,No
4876,2014,2,2,73,No
4876,2014,1,1,40,No
4876,2014,2,1,30,No
5331,2014,1,2,5,No
5331,2014,1,1,3,No
7205,2014,1,2,2,No
7205,2014,1,1,2,No
7576,2014,1,2,5,No
7576,2014,1,1,11,No
7796,2014,1,2,28,No
7796,2014,1,1,14,No
8124,2014,1,2,8,No
8124,2014,1,1,11,No
8573,2014,1,2,24,No
8573,2014,1,1,9,No
8577,2014,1,2,25,No
8577,2014,1,1,16,No
8579,2014,1,2,10,No
8579,2014,1,1,7,No
8583,2014,1,2,6,No
8583,2014,1,1,4,No
9291,2014,1,2,2,No
9291,2014,1,1,18,No
10940,2014,1,2,8,No
10940,2014,1,1,3,No
11538,2014,1,2,1,No
12080,2014,1,2,7,No
12080,2014,1,1,5,No
15442,2014,1,2,39,No
15442,2014,2,2,35,No
15442,2014,1,1,6,No
15442,2014,2,1,9,No
15653,2014,1,2,36,No
15653,2014,1,1,8,No
16021,2014,1,2,3,No
16021,2014,1,1,1,No
16868,2014,1,2,27,No
16868,2014,2,2,25,No
16868,2014,1,1,2,No
16868,2014,2,1,2,No
17477,2014,1,2,10,No
17477,2014,1,1,8,No
17770,2014,1,2,68,No
17770,2014,1,1,52,No
17771,2014,1,2,16,No
17771,2014,1,1,13,No
17772,2014,1,2,34,No
17772,2014,1,1,26,No
19769,2014,1,2,16,No
19769,2014,1,1,6,No
20045,2014,1,2,3,No
20045,2014,1,1,4,No
20476,2014,1,2,31,No
20476,2014,2,2,38,No
20476,2014,1,1,15,No
20476,2014,2,1,16,No
20534,2014,1,2,8,No
20534,2014,1,1,8,No
20535,2014,1,2,24,No
20535,2014,1,1,12,No
20576,2014,1,2,9,No
20576,2014,1,1,4,No
20611,2014,1,2,16,No
20611,2014,2,2,23,No
20611,2014,1,1,14,No
20611,2014,2,1,5,No
51608,2014,1,2,5,No
51608,2014,1,1,9,No
51799,2014,1,2,22,No
51799,2014,1,1,5,No
52283,2014,1,2,1,No
52631,2014,1,2,2,No
52666,2014,1,2,9,No
52666,2014,1,1,4,No
52699,2014,1,2,8,No
52699,2014,1,1,23,No
52988,2014,1,2,4,No
52988,2014,1,1,16,No
53060,2014,1,2,13,No
53060,2014,1,1,17,No
53061,2014,1,2,16,No
53061,2014,1,1,15,No
53315,2014,1,2,8,No
53315,2014,1,1,7,No
53581,2014,1,2,8,No
53581,2014,1,1,5,No
53582,2014,1,2,2,No
53582,2014,1,1,1,No
53642,2014,1,2,2,No
53642,2014,1,1,6,No
53795,2014,1,2,14,No
53795,2014,1,1,11,No
53804,2014,1,2,3,No
53804,2014,1,1,5,No
54104,2014,1,2,5,No
54104,2014,1,1,4,No
54342,2014,1,2,1,No
54342,2014,1,1,2,No
54349,2014,1,2,1,No
54349,2014,1,1,4,No
54466,2014,1,2,2,No
54466,2014,1,1,20,No
55178,2014,1,2,84,No
55178,2014,2,2,82,No
55178,2014,1,1,68,No
55178,2014,2,1,53,No
90826,2014,1,2,11,No
90826,2014,1,1,9,No
90844,2014,1,2,81,No
90844,2014,2,2,78,No
90844,2014,1,1,36,No
90844,2014,2,1,35,No
91251,2014,1,2,5,No
91251,2014,1,1,4,No
101520,2014,1,2,8,No
101520,2014,1,1,12,No
101676,2014,1,2,23,No
101676,2014,1,1,6,No
101893,2014,1,2,12,No
101893,2014,1,1,26,No
103081,2014,2,2,36,No
103081,2014,2,1,18,No
1039,2014,1,2,41,No
1039,2014,2,2,51,No
1039,2014,1,1,9,No
1039,2014,2,1,17,No
1040,2014,1,2,64,No
1040,2014,2,2,76,No
1040,2014,1,1,94,No
1040,2014,2,1,98,No
1041,2014,1,2,11,No
1041,2014,2,2,14,No
1041,2014,1,1,6,No
1041,2014,2,1,5,No
1042,2014,1,2,6,No
1042,2014,2,2,4,No
1042,2014,1,1,16,No
1042,2014,2,1,29,No
1043,2014,1,2,3,No
1043,2014,2,2,1,No
1043,2014,1,1,22,No
1043,2014,2,1,34,No
1044,2014,1,2,23,No
1044,2014,2,2,52,No
1044,2014,1,1,46,No
1044,2014,2,1,63,No
1046,2014,1,2,27,No
1046,2014,2,2,36,No
1046,2014,1,1,10,No
1046,2014,2,1,16,No
1047,2014,1,2,5,No
1047,2014,2,2,10,No
1047,2014,1,1,10,No
1047,2014,2,1,19,No
5280,2014,1,2,13,No
5280,2014,2,2,18,No
5280,2014,1,1,9,No
5280,2014,2,1,8,No
6576,2014,1,2,6,No
6576,2014,2,2,8,No
6576,2014,1,1,9,No
6576,2014,2,1,6,No
8114,2014,1,2,25,No
8114,2014,2,2,26,No
8114,2014,1,1,59,No
8114,2014,2,1,81,No
8663,2014,1,2,10,No
8663,2014,2,2,9,No
8663,2014,1,1,11,No
8663,2014,2,1,13,No
10213,2014,1,2,52,No
10213,2014,2,2,65,No
10213,2014,1,1,37,No
10213,2014,2,1,31,No
10233,2014,1,2,18,No
10233,2014,2,2,19,No
10233,2014,1,1,20,No
10233,2014,2,1,27,No
11648,2014,1,2,18,No
11648,2014,2,2,16,No
11648,2014,1,1,9,No
11648,2014,2,1,15,No
11965,2014,1,2,26,No
11965,2014,2,2,18,No
11965,2014,1,1,10,No
11965,2014,2,1,10,No
15808,2014,1,2,30,No
15808,2014,2,2,40,No
15808,2014,1,1,6,No
15808,2014,2,1,17,No
16878,2014,1,2,4,No
16878,2014,2,2,5,No
16878,2014,1,1,16,No
16878,2014,2,1,11,No
19128,2014,1,2,28,No
19128,2014,2,2,25,No
19128,2014,1,1,9,No
19128,2014,2,1,9,No
52218,2014,1,2,6,No
52218,2014,2,2,17,No
52218,2014,1,1,6,No
52218,2014,2,1,8,No
52282,2014,1,2,3,No
52282,2014,2,2,1,No
52282,2014,1,1,9,No
52282,2014,2,1,9,No
53012,2014,1,2,12,No
53012,2014,2,2,16,No
53012,2014,1,1,20,No
53012,2014,2,1,13,No
53052,2014,1,2,1,No
53052,2014,2,2,6,No
53052,2014,1,1,5,No
53052,2014,2,1,4,No
53296,2014,1,2,25,No
53296,2014,2,2,30,No
53296,2014,1,1,16,No
53296,2014,2,1,12,No
53475,2014,1,2,16,No
53475,2014,2,2,19,No
53475,2014,1,1,4,No
53475,2014,2,1,5,No
53612,2014,1,2,7,No
53612,2014,1,1,10,No
53920,2014,1,2,6,No
53920,2014,2,2,8,No
53920,2014,1,1,6,No
53920,2014,2,1,2,No
54163,2014,1,2,4,No
54163,2014,1,1,1,No
54163,2014,2,1,1,No
54375,2014,1,2,13,No
54375,2014,2,2,6,No
54375,2014,1,1,5,No
54375,2014,2,1,9,No
54562,2014,1,2,8,No
54562,2014,2,2,17,No
54562,2014,1,1,4,No
54562,2014,2,1,7,No
54588,2014,1,2,23,No
54588,2014,2,2,19,No
54588,2014,1,1,1,No
54931,2014,1,2,12,No
54931,2014,2,2,10,No
54931,2014,1,1,11,No
54931,2014,2,1,12,No
54936,2014,1,2,59,No
54936,2014,2,2,63,No
54936,2014,1,1,42,No
54936,2014,2,1,44,No
90368,2014,1,2,26,No
90368,2014,2,2,38,No
90368,2014,1,1,28,No
90368,2014,2,1,26,No
90827,2014,1,2,14,No
90827,2014,1,1,1,No
90827,2014,2,1,1,No
101521,2014,2,2,35,No
101521,2014,1,1,1,No
101521,2014,2,1,14,No
101784,2014,1,2,21,No
101784,2014,2,2,10,No
101784,2014,1,1,15,No
101784,2014,2,1,15,No
101827,2014,1,2,24,No
101827,2014,2,2,41,No
101827,2014,1,1,40,No
101827,2014,2,1,52,No
102049,2014,1,2,12,No
102049,2014,2,2,14,No
102049,2014,1,1,7,No
102049,2014,2,1,12,No
102611,2014,1,2,26,No
102611,2014,2,2,19,No
102611,2014,1,1,20,No
102611,2014,2,1,11,No
102637,2014,1,2,27,No
102637,2014,2,2,32,No
102637,2014,1,1,6,No
102637,2014,2,1,4,No
102758,2014,1,2,3,No
102758,2014,2,2,7,No
102758,2014,1,1,3,No
102758,2014,2,1,8,No
103047,2014,2,2,18,No
103047,2014,2,1,9,No
103306,2014,2,2,3,No
103306,2014,2,1,13,No
1050,2014,1,2,13,No
1050,2014,2,2,4,No
1053,2014,1,2,98,No
1053,2014,2,2,59,No
1053,2014,1,1,27,No
1053,2014,2,1,24,No
1054,2014,1,2,10,No
1054,2014,2,2,5,No
1054,2014,1,1,48,No
1054,2014,2,1,30,No
1056,2014,1,2,35,No
1056,2014,2,2,17,No
1056,2014,1,1,39,No
1056,2014,2,1,22,No
1059,2014,1,2,42,No
1059,2014,2,2,31,No
1059,2014,1,1,15,No
1059,2014,2,1,13,No
1060,2014,1,2,5,No
1060,2014,2,2,4,No
1060,2014,1,1,18,No
1060,2014,2,1,13,No
1061,2014,1,2,35,No
1061,2014,2,2,18,No
1061,2014,1,1,42,No
1061,2014,2,1,25,No
1062,2014,1,2,4,No
1062,2014,2,2,3,No
1062,2014,1,1,53,No
1062,2014,2,1,22,No
1063,2014,1,2,15,No
1063,2014,2,2,10,No
1063,2014,1,1,10,No
1063,2014,2,1,4,No
2621,2014,1,2,1,No
2621,2014,2,2,3,No
2621,2014,1,1,17,No
2621,2014,2,1,8,No
8592,2014,1,2,1,No
8592,2014,1,1,1,No
9548,2014,1,2,7,No
9548,2014,2,2,4,No
9548,2014,1,1,30,No
9548,2014,2,1,28,No
9666,2014,1,2,4,No
9666,2014,2,2,3,No
9666,2014,1,1,3,No
9666,2014,2,1,3,No
10335,2014,2,1,2,No
10336,2014,2,2,2,No
10336,2014,2,1,2,No
10559,2014,1,2,1,No
10559,2014,2,1,1,No
11529,2014,1,2,45,No
11529,2014,2,2,12,No
11529,2014,1,1,25,No
11529,2014,2,1,14,No
14320,2014,1,2,23,No
14320,2014,2,2,29,No
14320,2014,1,1,15,No
14320,2014,2,1,18,No
14330,2014,1,2,9,No
14330,2014,2,2,13,No
14330,2014,1,1,6,No
14330,2014,2,1,3,No
17862,2014,1,2,1,No
17862,2014,2,2,4,No
17862,2014,1,1,4,No
17862,2014,2,1,7,No
52231,2014,1,2,1,No
52231,2014,2,2,1,No
52970,2014,1,2,8,No
52970,2014,2,2,6,No
52970,2014,1,1,9,No
52970,2014,2,1,1,No
101954,2014,1,2,6,No
101954,2014,2,2,9,No
101954,2014,1,1,4,No
101954,2014,2,1,3,No
1071,2014,1,2,1,No
1071,2014,1,2,1,No
1071,2014,1,2,6,No
1071,2014,1,1,2,No
1071,2014,1,2,1,No
1071,2014,1,2,1,No
1071,2014,1,1,1,No
1071,2014,1,2,1,No
1074,2014,1,2,4,No
1074,2014,2,2,1,No
1074,2014,1,1,1,No
1074,2014,1,2,15,No
1074,2014,2,2,6,No
