Código SNIES del programa,Año,Semestre,ID Sexo,Admitidos 2014,Selected
12071,2014,1,1,13,No
12071,2014,2,1,4,No
12340,2014,1,2,17,No
12340,2014,2,2,4,No
12340,2014,1,1,11,No
12340,2014,2,1,3,No
13673,2014,1,2,5,No
13673,2014,1,1,5,No
15927,2014,1,2,33,No
15927,2014,2,2,49,No
15927,2014,1,1,28,No
15927,2014,2,1,22,No
17744,2014,1,2,18,No
17744,2014,2,2,15,No
17744,2014,1,1,6,No
17744,2014,2,1,4,No
20448,2014,1,2,6,No
20448,2014,2,2,10,No
20448,2014,1,1,7,No
20448,2014,2,1,3,No
52111,2014,2,2,28,No
52111,2014,2,1,7,No
52395,2014,2,2,3,No
52395,2014,2,1,3,No
52708,2014,1,2,1,No
52708,2014,2,2,2,No
52708,2014,2,1,2,No
52798,2014,2,1,1,No
53185,2014,2,2,1,No
53185,2014,2,1,3,No
53312,2014,2,2,6,No
53312,2014,2,1,7,No
53398,2014,2,1,1,No
53444,2014,1,2,8,No
53444,2014,1,1,3,No
54057,2014,2,2,3,No
54057,2014,2,1,1,No
54109,2014,2,1,3,No
54128,2014,2,2,1,No
54128,2014,2,1,5,No
54324,2014,1,1,2,No
54468,2014,1,2,64,No
54468,2014,2,2,33,No
54468,2014,1,1,19,No
54468,2014,2,1,14,No
54519,2014,2,2,5,No
54519,2014,2,1,2,No
54624,2014,1,2,18,No
54624,2014,1,1,14,No
90346,2014,2,2,2,No
90346,2014,2,1,1,No
90347,2014,2,2,1,No
90347,2014,2,1,1,No
90539,2014,2,2,1,No
90539,2014,1,1,1,No
90697,2014,1,2,7,No
90697,2014,1,1,2,No
90754,2014,1,2,12,No
90754,2014,1,1,17,No
90877,2014,2,1,1,No
90987,2014,1,2,7,No
90987,2014,1,1,1,No
91294,2014,2,2,9,No
91294,2014,2,1,5,No
91510,2014,2,2,10,No
91510,2014,2,1,3,No
101679,2014,2,2,2,No
101690,2014,2,2,1,No
101690,2014,2,1,3,No
101696,2014,1,2,10,No
101696,2014,2,2,2,No
101696,2014,1,1,13,No
101696,2014,2,1,4,No
101768,2014,1,2,2,No
101768,2014,1,1,1,No
101944,2014,1,2,2,No
101944,2014,2,2,1,No
101944,2014,1,1,2,No
101944,2014,2,1,3,No
102162,2014,1,2,19,No
102162,2014,2,2,14,No
102162,2014,1,1,9,No
102162,2014,2,1,3,No
102226,2014,1,2,15,No
102226,2014,2,2,12,No
102226,2014,1,1,1,No
102532,2014,1,2,1,No
102532,2014,1,1,4,No
102714,2014,1,2,5,No
102714,2014,1,1,1,No
102793,2014,1,2,22,No
102793,2014,1,1,4,No
102975,2014,2,2,2,No
102975,2014,2,1,2,No
103003,2014,2,2,17,No
103003,2014,2,1,11,No
103004,2014,1,2,9,No
103004,2014,1,1,13,No
103035,2014,2,2,3,No
103035,2014,2,1,3,No
103045,2014,1,2,1,No
103045,2014,2,2,1,No
103045,2014,2,1,1,No
103202,2014,2,2,20,No
103202,2014,2,1,2,No
103253,2014,2,2,4,No
103253,2014,2,1,7,No
103323,2014,2,2,21,No
103323,2014,2,1,3,No
1828,2014,1,2,14,No
1828,2014,2,2,6,No
1828,2014,1,1,13,No
1828,2014,2,1,6,No
3126,2014,1,2,10,No
3126,2014,2,2,4,No
3126,2014,1,1,15,No
3126,2014,2,1,1,No
5499,2014,1,2,7,No
5499,2014,2,2,4,No
5499,2014,1,1,21,No
5499,2014,2,1,13,No
7126,2014,1,2,2,No
7126,2014,2,2,1,No
7126,2014,1,1,2,No
7126,2014,2,1,2,No
7126,2014,1,2,1,No
7126,2014,2,2,1,No
7126,2014,2,1,1,No
7126,2014,2,1,1,No
7126,2014,1,1,1,No
7126,2014,2,2,1,No
7322,2014,1,2,15,No
7322,2014,1,1,12,No
7338,2014,1,2,4,No
7338,2014,1,1,3,No
7543,2014,1,2,8,No
7543,2014,1,1,5,No
7543,2014,2,1,1,No
7543,2014,1,2,21,No
7543,2014,2,2,15,No
7543,2014,1,1,7,No
7543,2014,2,1,2,No
7543,2014,1,2,16,No
7543,2014,2,2,11,No
7543,2014,1,1,6,No
7543,2014,2,1,5,No
7543,2014,1,2,61,No
7543,2014,2,2,20,No
7543,2014,1,1,6,No
7543,2014,2,1,7,No
7543,2014,1,2,3,No
7543,2014,2,2,8,No
7543,2014,1,1,2,No
7543,2014,2,1,4,No
7543,2014,1,2,16,No
7543,2014,2,2,10,No
7543,2014,1,1,12,No
7543,2014,2,1,4,No
7543,2014,1,2,6,No
7543,2014,2,2,2,No
7543,2014,1,1,1,No
7543,2014,2,1,2,No
7543,2014,1,2,7,No
7543,2014,1,1,10,No
7543,2014,1,2,29,No
7543,2014,2,2,8,No
7543,2014,1,1,16,No
7543,2014,2,1,9,No
7543,2014,1,2,39,No
7543,2014,2,2,17,No
7543,2014,1,1,10,No
7543,2014,2,1,5,No
7543,2014,1,2,14,No
7543,2014,2,2,7,No
7543,2014,1,1,9,No
7543,2014,1,2,85,No
7543,2014,2,2,32,No
7543,2014,1,1,35,No
7543,2014,2,1,15,No
7543,2014,1,2,8,No
7543,2014,2,2,11,No
7543,2014,1,1,10,No
7543,2014,2,1,5,No
7543,2014,1,2,9,No
7543,2014,2,2,6,No
7543,2014,1,1,14,No
7543,2014,2,1,6,No
7543,2014,1,2,15,No
7543,2014,2,2,4,No
7543,2014,1,1,1,No
7543,2014,2,1,1,No
7543,2014,1,2,22,No
7543,2014,2,2,5,No
7543,2014,1,1,16,No
7543,2014,2,1,4,No
7543,2014,1,2,25,No
7543,2014,2,2,17,No
7543,2014,1,1,16,No
7543,2014,2,1,8,No
7543,2014,1,2,15,No
7543,2014,2,2,7,No
7543,2014,1,1,7,No
7543,2014,2,1,1,No
7543,2014,1,2,15,No
7543,2014,2,2,9,No
7543,2014,1,1,2,No
7543,2014,2,1,2,No
10369,2014,1,2,9,No
10369,2014,2,2,5,No
10369,2014,1,1,9,No
10369,2014,2,1,6,No
11473,2014,2,2,64,No
11473,2014,2,1,32,No
12448,2014,1,2,15,No
12448,2014,2,2,1,No
12448,2014,1,1,11,No
12448,2014,2,1,1,No
12448,2014,1,2,15,No
12448,2014,2,2,12,No
12448,2014,1,1,10,No
12448,2014,2,1,3,No
12448,2014,1,2,44,No
12448,2014,2,2,25,No
12448,2014,1,1,28,No
12448,2014,2,1,21,No
12448,2014,1,2,54,No
12448,2014,2,2,17,No
12448,2014,1,1,23,No
12448,2014,2,1,20,No
12448,2014,1,2,19,No
12448,2014,2,2,6,No
12448,2014,1,1,10,No
12448,2014,2,1,6,No
12448,2014,1,2,28,No
12448,2014,2,2,18,No
12448,2014,1,1,45,No
12448,2014,2,1,28,No
12448,2014,1,2,7,No
12448,2014,2,2,2,No
12448,2014,1,1,13,No
12448,2014,2,1,2,No
12448,2014,1,2,6,No
12448,2014,2,2,4,No
12448,2014,1,1,6,No
12448,2014,2,1,2,No
12448,2014,1,2,24,No
12448,2014,2,2,12,No
12448,2014,1,1,21,No
12448,2014,2,1,7,No
12448,2014,1,2,14,No
12448,2014,2,2,4,No
12448,2014,1,1,5,No
12448,2014,2,1,3,No
12448,2014,1,2,4,No
12448,2014,2,2,2,No
12448,2014,1,1,7,No
12448,2014,2,1,4,No
12448,2014,1,2,60,No
12448,2014,2,2,20,No
12448,2014,1,1,31,No
12448,2014,2,1,24,No
12448,2014,1,2,5,No
12448,2014,2,2,6,No
12448,2014,1,1,9,No
12448,2014,2,1,1,No
12448,2014,1,2,4,No
12448,2014,2,2,4,No
12448,2014,1,1,4,No
12448,2014,2,1,4,No
12448,2014,1,2,11,No
12448,2014,1,1,4,No
12448,2014,2,1,1,No
12448,2014,1,2,12,No
12448,2014,2,2,13,No
12448,2014,1,1,15,No
12448,2014,2,1,6,No
12448,2014,1,2,11,No
12448,2014,2,2,5,No
12448,2014,1,1,12,No
12448,2014,2,1,5,No
12448,2014,1,2,12,No
12448,2014,2,2,6,No
12448,2014,1,1,11,No
12448,2014,2,1,6,No
12448,2014,1,2,11,No
12448,2014,2,2,3,No
12448,2014,1,1,7,No
12448,2014,2,1,9,No
12449,2014,2,2,6,No
12449,2014,2,1,8,No
12455,2014,2,2,2,No
12455,2014,2,1,3,No
12960,2014,1,2,33,No
12960,2014,2,2,5,No
12960,2014,1,1,13,No
12960,2014,2,1,5,No
839,2014,1,2,50,No
839,2014,2,2,57,No
839,2014,1,1,3,No
839,2014,2,1,8,No
1832,2014,1,2,66,No
1832,2014,2,2,33,No
1832,2014,1,1,3,No
1834,2014,1,2,208,No
1834,2014,2,2,188,No
1834,2014,1,1,23,No
1834,2014,2,1,41,No
8622,2014,1,2,27,No
8622,2014,2,2,20,No
8622,2014,1,1,23,No
8622,2014,2,1,24,No
10192,2014,1,2,6,No
10192,2014,2,2,8,No
10192,2014,1,1,5,No
10192,2014,2,1,2,No
10862,2014,1,2,23,No
10862,2014,2,2,28,No
10862,2014,1,1,21,No
10862,2014,2,1,24,No
90477,2014,1,2,17,No
90477,2014,2,2,2,No
90477,2014,1,1,14,No
90477,2014,2,1,5,No
90542,2014,1,2,6,No
90542,2014,2,2,2,No
90542,2014,1,1,9,No
90542,2014,2,1,5,No
90543,2014,1,2,11,No
90543,2014,2,2,2,No
90543,2014,1,1,8,No
90543,2014,2,1,1,No
90547,2014,1,2,11,No
90547,2014,2,2,14,No
90547,2014,1,1,32,No
90547,2014,2,1,43,No
90592,2014,1,1,1,No
102535,2014,1,2,52,No
102535,2014,2,2,12,No
102535,2014,1,1,4,No
102535,2014,2,1,1,No
102706,2014,1,2,13,No
102706,2014,2,2,9,No
102706,2014,1,1,8,No
102706,2014,2,1,5,No
102734,2014,1,2,3,No
102734,2014,2,2,1,No
1836,2014,1,2,12,No
1836,2014,1,1,11,No
1836,2014,2,1,2,No
1837,2014,1,2,25,No
1837,2014,2,2,6,No
1837,2014,1,1,21,No
1837,2014,2,1,11,No
2671,2014,1,2,18,No
2671,2014,2,2,12,No
2671,2014,1,1,13,No
2671,2014,2,1,8,No
3642,2014,1,2,61,No
3642,2014,2,2,21,No
3642,2014,1,1,64,No
3642,2014,2,1,23,No
4322,2014,1,2,87,No
4322,2014,2,2,35,No
4322,2014,1,1,24,No
4322,2014,2,1,10,No
4784,2014,1,2,30,No
4784,2014,2,2,16,No
4784,2014,1,1,7,No
4784,2014,2,1,8,No
8602,2014,1,2,17,No
8602,2014,1,1,8,No
11879,2014,1,2,7,No
11879,2014,2,2,2,No
11879,2014,1,1,28,No
11879,2014,2,1,10,No
13227,2014,1,2,8,No
13227,2014,1,1,5,No
20440,2014,1,2,20,No
20440,2014,2,2,10,No
20440,2014,1,1,22,No
20440,2014,2,1,21,No
20952,2014,1,2,13,No
20952,2014,2,2,14,No
20952,2014,1,1,17,No
20952,2014,2,1,13,No
52075,2014,1,2,47,No
52075,2014,2,2,20,No
52075,2014,1,1,26,No
52075,2014,2,1,8,No
53235,2014,1,2,20,No
53235,2014,2,2,14,No
53235,2014,1,1,7,No
53235,2014,2,1,6,No
53853,2014,1,2,30,No
53853,2014,1,1,3,No
54373,2014,1,2,5,No
54373,2014,2,2,1,No
54373,2014,1,1,20,No
54373,2014,2,1,12,No
90689,2014,1,2,111,No
90689,2014,2,2,6,No
90689,2014,1,1,48,No
90689,2014,2,1,12,No
91136,2014,1,2,33,No
91136,2014,2,2,26,No
91136,2014,1,1,44,No
91136,2014,2,1,31,No
101692,2014,1,2,16,No
101692,2014,2,2,17,No
101692,2014,1,1,16,No
101692,2014,2,1,4,No
102536,2014,2,2,21,No
102536,2014,2,1,7,No
102642,2014,1,2,10,No
102642,2014,1,1,24,No
102787,2014,2,2,8,No
102787,2014,2,1,9,No
102848,2014,1,2,12,No
102848,2014,2,2,2,No
102848,2014,1,1,11,No
102848,2014,2,1,4,No
103069,2014,1,2,25,No
103069,2014,2,2,26,No
103069,2014,1,1,7,No
103069,2014,2,1,7,No
1838,2014,1,2,482,No
1838,2014,2,2,271,No
1838,2014,1,1,148,No
1838,2014,2,1,82,No
1840,2014,1,2,29,No
1840,2014,2,2,19,No
1840,2014,1,1,12,No
1840,2014,2,1,8,No
1841,2014,1,2,17,No
1841,2014,2,2,6,No
1841,2014,1,1,6,No
1841,2014,2,1,5,No
4951,2014,1,2,40,No
4951,2014,2,2,36,No
4951,2014,1,1,6,No
4951,2014,2,1,6,No
7348,2014,1,2,37,No
7348,2014,2,2,21,No
7348,2014,1,1,35,No
7348,2014,2,1,21,No
7349,2014,1,2,5,No
7349,2014,1,1,10,No
7349,2014,2,1,19,No
9379,2014,1,2,5,No
9379,2014,2,2,8,No
9379,2014,1,1,38,No
9379,2014,2,1,29,No
52968,2014,1,2,5,No
52968,2014,2,2,4,No
52968,2014,1,1,1,No
52968,2014,2,1,2,No
53416,2014,1,2,24,No
53416,2014,2,2,17,No
53416,2014,1,1,22,No
53416,2014,2,1,15,No
53427,2014,1,2,32,No
53427,2014,2,2,19,No
53427,2014,1,1,38,No
53427,2014,2,1,26,No
53638,2014,1,2,13,No
53638,2014,2,2,14,No
53638,2014,1,1,14,No
53638,2014,2,1,9,No
101270,2014,1,2,17,No
101270,2014,2,2,13,No
101270,2014,1,1,5,No
101270,2014,2,1,5,No
101657,2014,1,2,15,No
101657,2014,2,2,13,No
101657,2014,1,1,3,No
101657,2014,2,1,1,No
1846,2014,1,2,39,No
1846,2014,2,2,30,No
1846,2014,1,1,4,No
1846,2014,2,1,1,No
1847,2014,1,2,122,No
1847,2014,2,2,86,No
1847,2014,1,1,74,No
1847,2014,2,1,76,No
2652,2014,1,2,74,No
2652,2014,2,2,65,No
2652,2014,1,1,62,No
2652,2014,2,1,55,No
2677,2014,1,2,12,No
2677,2014,2,2,4,No
2677,2014,1,1,10,No
2677,2014,2,1,3,No
3679,2014,1,2,170,No
3679,2014,2,2,139,No
3679,2014,1,1,60,No
3679,2014,2,1,37,No
5094,2014,1,2,98,No
5094,2014,2,2,124,No
5094,2014,1,1,54,No
5094,2014,2,1,54,No
7561,2014,1,2,9,No
7561,2014,2,2,4,No
7561,2014,1,1,128,No
7561,2014,2,1,124,No
7567,2014,1,2,4,No
7567,2014,2,2,4,No
7567,2014,1,1,47,No
7567,2014,2,1,50,No
7570,2014,1,2,15,No
7570,2014,2,2,28,No
7570,2014,1,1,52,No
7570,2014,2,1,115,No
7571,2014,1,2,73,No
7571,2014,2,2,99,No
7571,2014,1,1,130,No
7571,2014,2,1,135,No
8742,2014,1,2,24,No
8742,2014,2,2,15,No
8742,2014,1,1,129,No
8742,2014,2,1,69,No
9399,2014,1,2,65,No
9399,2014,2,2,43,No
9399,2014,1,1,108,No
9399,2014,2,1,86,No
10720,2014,1,2,3,No
10720,2014,1,1,12,No
10905,2014,1,2,13,No
10905,2014,2,2,21,No
10905,2014,1,1,30,No
10905,2014,2,1,25,No
13291,2014,1,2,54,No
13291,2014,2,2,40,No
13291,2014,1,1,13,No
13291,2014,2,1,19,No
14234,2014,1,2,88,No
14234,2014,2,2,123,No
14234,2014,1,1,50,No
14234,2014,2,1,79,No
14237,2014,1,2,150,No
14237,2014,2,2,160,No
14237,2014,1,1,77,No
14237,2014,2,1,100,No
52112,2014,1,2,15,No
52112,2014,2,2,16,No
52112,2014,1,1,16,No
52112,2014,2,1,13,No
53041,2014,1,2,127,No
53041,2014,2,2,61,No
53041,2014,1,1,105,No
53041,2014,2,1,63,No
53706,2014,1,2,3,No
53706,2014,2,2,3,No
53706,2014,1,1,90,No
53706,2014,2,1,52,No
54700,2014,1,2,46,No
54700,2014,2,2,16,No
54700,2014,1,1,19,No
54700,2014,2,1,6,No
55166,2014,1,2,163,No
55166,2014,2,2,47,No
55166,2014,1,1,88,No
55166,2014,2,1,32,No
91135,2014,1,2,2,No
91135,2014,1,1,19,No
91135,2014,2,1,10,No
101442,2014,1,2,104,No
101442,2014,2,2,48,No
101442,2014,1,1,75,No
101442,2014,2,1,26,No
101725,2014,1,2,99,No
101725,2014,2,2,67,No
101725,2014,1,1,34,No
101725,2014,2,1,25,No
101750,2014,1,2,103,No
101750,2014,2,2,113,No
101750,2014,1,1,5,No
101750,2014,2,1,4,No
102236,2014,1,2,306,No
102236,2014,2,2,117,No
102236,2014,1,1,94,No
102236,2014,2,1,50,No
102551,2014,1,2,49,No
102551,2014,2,2,18,No
102551,2014,1,1,26,No
102551,2014,2,1,3,No
102774,2014,1,2,59,No
102774,2014,2,2,41,No
102774,2014,1,1,48,No
102774,2014,2,1,48,No
2555,2014,1,2,37,No
2555,2014,2,2,34,No
2555,2014,1,1,70,No
2555,2014,2,1,73,No
2612,2014,1,2,22,No
2612,2014,2,2,12,No
2612,2014,1,1,58,No
2612,2014,2,1,38,No
3087,2014,1,2,154,No
3087,2014,2,2,209,No
3087,2014,1,1,37,No
3087,2014,2,1,39,No
3615,2014,1,2,29,No
3615,2014,2,2,25,No
3615,2014,1,1,59,No
3615,2014,2,1,57,No
4245,2014,1,2,10,No
4245,2014,2,2,19,No
4245,2014,1,1,23,No
4245,2014,2,1,21,No
54462,2014,1,2,95,No
54462,2014,2,2,62,No
54462,2014,1,1,52,No
54462,2014,2,1,39,No
54694,2014,1,2,103,No
54694,2014,2,2,74,No
54694,2014,1,1,18,No
54694,2014,2,1,25,No
90886,2014,1,2,88,No
90886,2014,2,2,70,No
90886,2014,1,1,63,No
90886,2014,2,1,66,No
1874,2014,1,2,3,No
1874,2014,2,2,8,No
1874,2014,2,1,2,No
1875,2014,1,2,46,No
1875,2014,2,2,32,No
1875,2014,1,1,18,No
1875,2014,2,1,18,No
1875,2014,1,2,14,No
1875,2014,2,2,8,No
1875,2014,1,1,18,No
1875,2014,2,1,12,No
1875,2014,1,2,29,No
1875,2014,2,2,24,No
1875,2014,1,1,23,No
1875,2014,2,1,17,No
1875,2014,1,2,3,No
1875,2014,1,1,4,No
4438,2014,1,2,153,No
4438,2014,2,2,103,No
7351,2014,1,2,233,No
7351,2014,2,2,131,No
7351,2014,1,1,95,No
7351,2014,2,1,48,No
8345,2014,1,2,74,No
8345,2014,2,2,77,No
8345,2014,1,1,67,No
8345,2014,2,1,66,No
10156,2014,1,2,9,No
10156,2014,2,2,7,No
10156,2014,1,1,6,No
10156,2014,2,1,4,No
10252,2014,1,2,54,No
10252,2014,2,2,52,No
10252,2014,1,1,32,No
10252,2014,2,1,25,No
11070,2014,1,2,4,No
11070,2014,2,2,5,No
11070,2014,1,1,13,No
11070,2014,2,1,11,No
11846,2014,1,2,4,No
11846,2014,2,2,4,No
11846,2014,1,1,40,No
11846,2014,2,1,21,No
11971,2014,1,2,5,No
11971,2014,2,2,5,No
11971,2014,1,1,14,No
11971,2014,2,1,30,No
15769,2014,1,2,1,No
15769,2014,1,2,27,No
15769,2014,2,2,23,No
19255,2014,2,2,3,No
19255,2014,1,1,1,No
19255,2014,2,1,4,No
19255,2014,2,2,8,No
19255,2014,2,1,3,No
19255,2014,1,2,5,No
19255,2014,2,2,1,No
19255,2014,1,1,3,No
19255,2014,2,1,1,No
19255,2014,1,2,10,No
19255,2014,2,2,2,No
19255,2014,1,1,14,No
19255,2014,2,1,4,No
19255,2014,2,1,2,No
20444,2014,1,2,3,No
20444,2014,2,2,3,No
20444,2014,1,1,6,No
20444,2014,2,1,3,No
20649,2014,2,2,2,No
20649,2014,1,1,4,No
20961,2014,1,2,8,No
20961,2014,2,2,6,No
20961,2014,1,1,8,No
20961,2014,2,1,8,No
51635,2014,1,2,83,No
51635,2014,2,2,59,No
51635,2014,1,1,66,No
51635,2014,2,1,51,No
51724,2014,1,2,47,No
51724,2014,2,2,38,No
51724,2014,1,1,37,No
51724,2014,2,1,22,No
51788,2014,1,2,40,No
51788,2014,2,2,29,No
51788,2014,1,1,13,No
51788,2014,2,1,10,No
52230,2014,1,2,14,No
52230,2014,1,1,2,No
52230,2014,1,2,3,No
52230,2014,1,1,1,No
52230,2014,1,2,15,No
52230,2014,1,1,3,No
52230,2014,1,2,2,No
52296,2014,2,2,3,No
52296,2014,2,1,7,No
53127,2014,1,2,8,No
53127,2014,2,2,11,No
53127,2014,1,1,59,No
53127,2014,2,1,54,No
53757,2014,2,2,7,No
53757,2014,2,1,2,No
53757,2014,2,2,7,No
53757,2014,2,2,10,No
53757,2014,2,2,3,No
53757,2014,2,2,24,No
53757,2014,2,1,6,No
53757,2014,2,2,2,No
53757,2014,2,1,3,No
53857,2014,1,2,53,No
53857,2014,2,2,26,No
53857,2014,1,1,50,No
53857,2014,2,1,21,No
54080,2014,1,2,28,No
54080,2014,2,2,32,No
54080,2014,1,1,8,No
54080,2014,2,1,2,No
54393,2014,1,2,10,No
54393,2014,2,2,10,No
54393,2014,1,1,9,No
54393,2014,2,1,3,No
54443,2014,1,2,357,No
54443,2014,2,2,263,No
54443,2014,1,1,109,No
54443,2014,2,1,82,No
54587,2014,2,2,13,No
54587,2014,2,1,7,No
54587,2014,2,2,1,No
54587,2014,2,2,11,No
54587,2014,2,1,9,No
54587,2014,2,2,1,No
54587,2014,2,1,2,No
54587,2014,2,2,6,No
54587,2014,2,1,3,No
54982,2014,1,2,6,No
54982,2014,2,2,8,No
54982,2014,1,1,6,No
54982,2014,2,1,4,No
91241,2014,1,2,26,No
91241,2014,2,2,20,No
91241,2014,1,1,13,No
91241,2014,2,1,5,No
91490,2014,1,2,84,No
91490,2014,2,2,70,No
91490,2014,1,1,19,No
91490,2014,2,1,23,No
101292,2014,1,2,24,No
101292,2014,2,2,10,No
101292,2014,1,1,12,No
101292,2014,2,1,6,No
101429,2014,1,2,14,No
101429,2014,2,2,18,No
101429,2014,1,1,19,No
101429,2014,2,1,17,No
101430,2014,1,2,103,No
101430,2014,2,2,80,No
101430,2014,1,1,85,No
101430,2014,2,1,61,No
101431,2014,1,2,1,No
101432,2014,1,2,32,No
101432,2014,2,2,24,No
101432,2014,1,1,11,No
101432,2014,2,1,8,No
101604,2014,1,2,12,No
101604,2014,1,1,4,No
101741,2014,1,2,18,No
101741,2014,2,2,11,No
101741,2014,1,1,23,No
101741,2014,2,1,14,No
101820,2014,1,2,15,No
101820,2014,2,2,18,No
101820,2014,2,1,2,No
102206,2014,1,2,1,No
102206,2014,1,1,28,No
102540,2014,1,2,26,No
102540,2014,2,2,19,No
102540,2014,1,1,8,No
102540,2014,2,1,7,No
102540,2014,1,2,12,No
102678,2014,2,2,2,No
102678,2014,2,1,4,No
102702,2014,1,2,14,No
102702,2014,2,2,11,No
102702,2014,1,1,3,No
102702,2014,2,1,3,No
102725,2014,1,2,23,No
102725,2014,2,2,10,No
102725,2014,1,1,5,No
102725,2014,2,1,3,No
102759,2014,1,2,18,No
102759,2014,2,2,20,No
102759,2014,1,1,7,No
102759,2014,2,1,3,No
102985,2014,2,2,17,No
102985,2014,2,1,19,No
102987,2014,2,2,4,No
102987,2014,2,1,8,No
104645,2014,1,2,64,No
104645,2014,2,2,60,No
104645,2014,1,1,70,No
104645,2014,2,1,49,No
1869,2014,1,2,3,No
1869,2014,1,1,1,No
3511,2014,1,2,143,No
3511,2014,2,2,310,No
3511,2014,1,1,52,No
3511,2014,2,1,127,No
7824,2014,1,2,7,No
7824,2014,2,2,6,No
7824,2014,1,1,16,No
7824,2014,2,1,13,No
10508,2014,1,2,334,No
10508,2014,2,2,896,No
10508,2014,1,1,131,No
10508,2014,2,1,350,No
13155,2014,2,1,2,No
19160,2014,1,2,12,No
19160,2014,2,2,10,No
19160,2014,1,1,19,No
19160,2014,2,1,13,No
19164,2014,1,2,60,No
19164,2014,2,2,42,No
19164,2014,1,1,9,No
19164,2014,2,1,9,No
20030,2014,1,2,8,No
20030,2014,2,2,6,No
20030,2014,1,1,34,No
20030,2014,2,1,24,No
52894,2014,1,2,4,No
52894,2014,2,2,7,No
52894,2014,1,1,7,No
52894,2014,2,1,6,No
54406,2014,1,2,44,No
54406,2014,2,2,38,No
54406,2014,1,1,35,No
54406,2014,2,1,33,No
90453,2014,1,2,19,No
90453,2014,2,2,21,No
90453,2014,1,1,6,No
90453,2014,2,1,9,No
90807,2014,1,2,58,No
90807,2014,2,2,167,No
90807,2014,1,1,48,No
90807,2014,2,1,127,No
103074,2014,2,2,3,No
103074,2014,2,1,8,No
1877,2014,1,2,66,No
1877,2014,2,2,64,No
1877,2014,1,1,31,No
1877,2014,2,1,25,No
1878,2014,1,2,31,No
1878,2014,2,2,19,No
1878,2014,1,1,6,No
1878,2014,2,1,5,No
3802,2014,1,2,78,No
3802,2014,2,2,45,No
3802,2014,1,1,14,No
3802,2014,2,1,7,No
8091,2014,1,2,28,No
8091,2014,2,2,26,No
8091,2014,1,1,15,No
8091,2014,2,1,20,No
8093,2014,1,2,24,No
8093,2014,2,2,13,No
8093,2014,1,1,5,No
8955,2014,2,2,5,No
8955,2014,2,1,4,No
9426,2014,1,2,38,No
9426,2014,2,2,30,No
9426,2014,1,1,9,No
9426,2014,2,1,15,No
11079,2014,2,2,10,No
11079,2014,2,1,3,No
11255,2014,1,2,143,No
11255,2014,2,2,112,No
11255,2014,1,1,79,No
11255,2014,2,1,62,No
14143,2014,1,2,53,No
14143,2014,2,2,48,No
14143,2014,1,1,14,No
14143,2014,2,1,13,No
52209,2014,2,2,136,No
52209,2014,2,1,129,No
53710,2014,1,2,3,No
53710,2014,2,2,4,No
53710,2014,2,1,3,No
102525,2014,2,2,1,No
102525,2014,2,1,4,No
1881,2014,1,2,12,No
1881,2014,2,2,10,No
1881,2014,1,1,28,No
1881,2014,2,1,14,No
1883,2014,1,2,45,No
1883,2014,2,2,41,No
1883,2014,1,1,128,No
1883,2014,2,1,120,No
1883,2014,1,2,12,No
1883,2014,2,2,13,No
1883,2014,1,1,51,No
1883,2014,2,1,38,No
1884,2014,1,2,34,No
1884,2014,2,2,10,No
1884,2014,1,1,18,No
1884,2014,2,1,13,No
2693,2014,1,2,58,No
2693,2014,2,2,60,No
2693,2014,1,1,40,No
2693,2014,2,1,23,No
2693,2014,1,2,29,No
2693,2014,2,2,21,No
2693,2014,1,1,20,No
2693,2014,2,1,27,No
2863,2014,1,2,10,No
2863,2014,2,2,6,No
2863,2014,1,1,2,No
2863,2014,2,1,3,No
5133,2014,1,2,23,No
5133,2014,2,2,15,No
5133,2014,1,1,4,No
5133,2014,2,1,6,No
9502,2014,1,2,64,No
9502,2014,2,2,40,No
9502,2014,1,1,65,No
9502,2014,2,1,50,No
12806,2014,1,2,32,No
12806,2014,2,2,35,No
12806,2014,1,1,25,No
12806,2014,2,1,14,No
15426,2014,1,2,27,No
15426,2014,2,2,25,No
15426,2014,1,1,14,No
15426,2014,2,1,17,No
53702,2014,1,2,10,No
53702,2014,2,2,8,No
53702,2014,1,1,18,No
53702,2014,2,1,15,No
54194,2014,1,2,6,No
54194,2014,2,2,4,No
54194,2014,1,1,87,No
54194,2014,2,1,44,No
101816,2014,1,2,83,No
101816,2014,2,2,55,No
101816,2014,1,1,48,No
101816,2014,2,1,38,No
3835,2014,1,2,44,No
3835,2014,2,2,14,No
3835,2014,1,1,22,No
3835,2014,2,1,18,No
4256,2014,2,2,7,No
4256,2014,2,1,2,No
4350,2014,1,2,1,No
4350,2014,1,1,11,No
4350,2014,2,1,5,No
4489,2014,1,1,10,No
4489,2014,2,1,8,No
5394,2014,1,2,44,No
5394,2014,2,2,21,No
5394,2014,1,1,11,No
5394,2014,2,1,7,No
7745,2014,1,2,2,No
7745,2014,2,2,10,No
7745,2014,1,1,8,No
7745,2014,2,1,11,No
7915,2014,1,2,9,No
7915,2014,2,2,4,No
7915,2014,1,1,20,No
7915,2014,2,1,8,No
11001,2014,1,2,19,No
11001,2014,2,2,9,No
11001,2014,1,1,12,No
11001,2014,2,1,7,No
15683,2014,1,2,17,No
15683,2014,2,2,9,No
15683,2014,1,1,11,No
15683,2014,2,1,2,No
18873,2014,1,2,26,No
18873,2014,2,2,17,No
